"EntityID","fov","volume","center_x","center_y","min_x","min_y","max_x","max_y","anisotropy","transcript_count","perimeter_area_ratio","solidity","DAPI_raw","DAPI_high_pass","Cellbound2_raw","Cellbound2_high_pass","PolyT_raw","PolyT_high_pass","Cellbound3_raw","Cellbound3_high_pass","Anti-Ms-CD45RA_raw","Anti-Ms-CD45RA_high_pass","Cellbound1_raw","Cellbound1_high_pass"
26985800002100032,188,600.911072448521,1286.83664636652,215.33035255756,1285.17346897472,206.383886706469,1288.77287302707,224.20367754091,4.95517801952378,0,0.691220050934598,7,18371733,2439321.51183688,19541636,1379049.99139157,21525710,2866851.18164217,7980762,615248.736349592,18983091,1420263.67444434,25086492,1729731.1950815
26985800002100035,188,332.536957890864,1315.26477919423,222.162896742209,1312.9074138441,218.204970645817,1317.662573605,226.158581078324,1.69699166818104,0,0.700066192697507,6.7184493342176,14388773,259769.554513249,12189362,171647.999939627,25239273,363585.74947804,4129344,93478.4653624161,15382148,144801.994922533,16414060,197246.70456136
26985800002100039,188,305.482831001217,1286.8164370397,228.951509112858,1285.17996561145,224.31167627324,1288.68100607736,233.700034798794,2.68159097759155,0,0.792026221311578,7,9847126,1336678.88050649,10332566,671225.475568824,12200185,1664852.94906627,4126348,293274.699109224,10304075,780899.901454519,13612958,852693.524895989
26985800002100042,188,132.229766435714,1286.64244182421,236.268518107004,1285.17346897472,233.815564718275,1288.28928999016,238.782108431391,1.5960350762099,0,1.06771526894522,7,2901449,604470.349455069,4332544,378345.883957665,3577613,739405.558575411,1739620,163245.748530867,4260933,432686.450406622,5795826,496966.786255022
26985800002100043,188,534.586341683408,1444.52220443237,238.633024133324,1440.49816956806,234.598189164263,1448.67478515109,242.599088783832,1.21532498897558,0,0.523699382803629,6.81263205388077,48248836,565483.013707031,27186507,291583.610928344,51716459,596761.605302019,7808011,172890.59998048,40348557,289561.589614517,55636257,424216.991662059
26985800002100045,188,273.732618863236,1286.7802250914,243.053782715079,1285.17346897472,238.777458168781,1288.60584275568,247.53095432244,2.56083307080913,0,0.829511006690834,6.77770259993339,6818018,1079666.96531502,9121138,711798.1014969,8684364,1358664.92686977,3465029,293518.126718158,8688211,763005.486070565,11401708,881989.490169201
26985800002100046,188,441.245522112961,1286.8164977707,254.706696294634,1285.17996561145,247.96926266049,1288.8378107754,261.46188419986,3.68868033900201,0,0.738906076609945,6.73268349943566,10647633,1327757.49745141,15200316,920806.781771715,14790790,1814234.56240493,5784881,393465.16278343,14454276,1021455.8347466,19059760,1130838.26227078
26985800002100048,188,186.619153338812,1317.4743156789,252.576674538114,1315.18211614853,249.822791063841,1320.35540139332,255.428332249965,1.11581976891745,0,0.921058764086043,6.70241212544441,9267518,148311.213894992,6859632,96220.2197384843,14443062,180079.227204562,2307913,51225.8308741237,8578012,77619.6438092027,9878229,119901.23078432
26985800002100050,188,496.539710140947,1286.83037479132,268.810259388924,1285.17346897472,261.344175984188,1288.71822398909,276.38636931998,4.26067549607202,0,0.729169130577532,6.65333869421094,10276355,1471358.70728975,16093721,1185594.75960738,16012343,2252540.69246422,6318869,506895.078764514,15850108,1245087.02733277,21165958,1523127.23457131
26985800002100054,188,87.9344249486196,1286.82824245432,279.682858999597,1285.25688160344,278.19407472274,1288.56815677023,281.333650948569,1.17860997657527,0,1.27277406442353,7,1729639,292498.663999191,3035124,218326.34805031,2626187,439302.36171656,1216160,94644.0695081411,3108260,286945.584152563,4310269,300958.763303526
26985800002100055,188,453.204262102422,1286.76346774979,288.463177259075,1285.17996561145,281.353587669195,1288.6235715092,295.697482348452,4.16537057527974,0,0.752448932048217,6.81778200014168,8303084,1249945.84231382,14731455,1010848.51066397,14082947,2086119.15664674,6010282,447621.073504707,15287457,1259883.39043955,20710858,1386558.3356967
26985800002100057,188,2179.27522286515,1354.06475244871,292.379493988984,1345.86670856136,284.100289937438,1363.52573860074,300.773278136535,1.15054294131199,6,0.254479671069736,6.90530517126405,225261216,3069763.73572634,123611081,1920598.0748413,239666444,2895494.39381257,26447507,628257.681369565,116652715,975748.628495908,335281047,5380144.07557619
26985800002100060,188,819.457067052757,1286.84546792979,308.282052724065,1285.17346897472,296.346830737312,1288.84393280847,320.214550582229,6.50264405973477,0,0.668773392546034,6.72411739627821,16197263,2089493.14090527,26764047,1842538.01213459,27760300,3550960.86701471,10995907,822520.226798053,28624619,2060086.93395302,38503794,2564518.4339867
26985800002100062,188,633.220689390362,1300.49080318813,300.738962382316,1295.98246584324,296.138455919411,1305.23409838978,305.309224894392,1.14124879081993,0,0.488517390458519,6.66179846604804,30289569,529950.127315145,23059430,338817.007021836,48916875,729304.078065044,8567752,192716.878331933,29175223,288196.306735352,35318209,409507.193288424
26985800002100073,188,194.803116904865,1286.8014479436,324.315554727618,1285.17996561145,321.213257535988,1288.62293889154,327.551967757318,1.84589576115438,0,0.903837335102969,7,4057422,615471.658182771,6909018,469744.117941469,7003549,1047030.5224626,2908060,214391.927297937,7490895,621618.023181324,9930099,656500.578177767
26985800002100076,188,379.511276257178,1286.82526460874,333.403892564194,1285.17346897472,327.666463112995,1288.62943552827,339.158012124914,3.32881063616192,0,0.747299286320756,7,7441690,1096635.21978186,12656099,954567.604651715,12263327,1773893.26825541,5385270,434513.837540756,13677291,1092739.62292017,18108977,1323253.66718431
26985800002100083,188,454.319043972909,1286.91254737952,346.310725982824,1285.17346897472,339.458563286138,1288.83956941879,352.923734978629,3.67979929965428,0,0.719481849881707,6.80990808952357,9414290,1359025.69002493,15043825,1206964.0788761,16855177,2412791.47073697,6737609,567917.961900984,17179128,1409398.84839527,23046324,1817332.77191684
26985800002100086,188,349.473522304696,1317.52580900741,348.017034129886,1314.734724552,343.149885600222,1320.78826838078,351.994972975596,1.56783648556695,0,0.711144071605888,6.42729193377856,18970398,339592.034594319,14348207,215869.004037955,30496591,453683.744019529,5320545,117909.398174023,19589686,190552.170450043,21493548,260140.151229502
26985800002100087,188,1451.85763775453,1338.78559354114,355.357631240281,1332.24689167684,348.301843634773,1346.41357543441,361.503729313169,1.11937388881121,39,0.314236928000894,6.93536634492953,61432183,1019337.81249032,134897639,2195121.0130691,121452551,1507341.50443417,32570031,737541.715911443,127655856,1168406.81144223,262621498,3425239.36687024
26985800002100089,188,338.035745375276,1287.30115285812,363.146390664865,1285.93625651284,356.736702835495,1288.80523906825,369.560233872042,4.476828851819,0,0.879207180133311,6.92747680551678,6300234,875437.385149735,12120625,471624.065350797,13360988,1857849.59837233,5290985,220276.90392169,37726815,3294498.51506328,44844437,1689512.05782072
26985800002100095,189,455.556106204274,1287.43798293978,386.503129532462,1285.93622037489,378.926185614493,1289.05433161359,394.617159513384,5.06241195527789,0,0.801634703648683,6.85011814414986,6489893,1082027.48183047,17434177,676183.403778654,15182412,2494218.08321643,6731438,296827.499288744,83100636,7680871.2129935,97746988,3233030.38299497
26985800002100096,189,886.458037563407,1394.2346359335,382.203753355236,1390.14005734166,375.563055025975,1399.49661173886,388.332707068085,1.37654825390353,12,0.412411003962513,6.93733684514104,27427505,419166.131882423,47453015,692467.377716017,70747287,840077.964789885,12120955,289661.090360095,366857085,1489156.18699527,380755442,1712227.45202044
26985800002100098,189,183.762247399421,1310.14540465507,383.335900957766,1307.87527861581,380.722884300004,1312.48694074056,385.985778571164,1.54611424439247,0,0.898857416025837,7,5564851,95518.6230853842,7018684,95973.220626119,14462800,202333.269143218,2379033,48445.6012755283,41048119,236332.09617114,39878252,228591.619344247
26985800002100107,189,480.943980692803,1412.15007281916,418.607435330053,1407.63999391133,414.708512312522,1416.61162230146,422.225225770748,1.40172895031039,4,0.553458820609177,6.90766657107148,19224374,244206.714422813,28668879,313094.753963824,39569177,408262.28520544,7540190,178017.489754997,448793304,1633959.46760292,447834246,1637116.25701363
26985800002100108,189,2700.12043771312,1391.27292752175,422.283834289071,1377.50860798668,415.282563965329,1403.83568161814,429.827661130929,1.99993209264983,169,0.274196429522957,6.25175817797816,150799905,2297207.74026753,219641041,3010928.32765268,248430797,2670121.43367679,60350052,1409575.24889342,1834150319,5616786.84310208,2067115862,10783750.8400804
26985800002100111,189,361.435357028034,1324.92590241622,425.594906270384,1322.00111256095,420.95471804459,1328.3128863035,429.825641250416,1.79519626014124,0,0.699074356522181,6.38397458461597,19155771,318088.372365445,13729317,170595.593826415,73018566,1068163.11828877,4267364,86881.8704230114,121764488,649396.823888547,120477476,654085.168441302
26985800002100114,189,118.829486254103,1287.16870558267,432.110418399152,1285.92946165831,429.35094704148,1288.79768307058,434.584933113735,1.82412175351684,0,1.20464459897758,6.6742367450378,1351870,275705.527031295,4606209,166703.595948857,3483609,688415.003741079,1711560,74101.2247967421,26543514,2446112.72851699,32895468,960358.143852501
26985800002100116,189,1470.05409428772,1314.969163269,435.576091159302,1307.19004796971,429.174345147915,1323.66026786327,441.70550180671,1.47559895646262,1,0.32578648570449,6.76093868997509,68738075,1068402.47172426,54973234,679489.962024482,257874673,3406586.16343817,17127481,348511.619513426,506389804,2521926.2827707,502050400,2503740.45538997
26985800002100118,189,454.854697723073,1404.5666738839,441.394543100377,1400.62435165413,438.056581756036,1408.57374655689,444.947483657121,1.27944457114581,1,0.559403390977105,6.93371533535575,46420327,815438.15387111,36875830,497574.814455586,49941091,631259.793727283,8202125,174316.148351379,559578758,2111045.2486907,564764629,2398860.58815595
26985800002100122,189,105.93205988158,1408.74746376874,465.273260955271,1406.69318253441,463.518120418839,1411.40031871614,466.857823880529,1.5786457080738,1,1.22021579040588,7,20259814,239605.411148943,22853316,334620.152188983,20462552,236905.320299078,4677200,96676.3802285549,214994811,80352.6971723485,216035904,60924.0682162678
26985800002100123,189,1712.6953604961,1410.67416580114,456.359226211163,1404.18831716247,447.910271095053,1417.56094457431,464.37385303694,1.25278307285785,61,0.303596296954389,6.5259639327063,755204196,5314781.78580867,408676497,5518733.2362082,525910159,3629050.62108375,110215515,2128794.09583759,3096379244,4920929.07607617,3190093765,4180658.85379074
26985800002100129,189,706.973053071637,1425.94431370079,466.923415729626,1419.85539854934,461.568045639489,1432.53424309379,471.19577686519,1.35898786822823,111,0.543145134871026,5.84367632700866,589433678,4445068.73835384,231402310,1831271.53105754,378262666,2817387.20772196,71833993,1282005.21109214,1402927421,316461.420843543,1402369136,378100.062851266
26985800002100130,189,2213.20536390753,1440.28768531567,464.895210963008,1430.9052779814,454.686043998955,1450.14927394322,473.14000761265,1.23880780676294,295,0.274756839539276,6.59552415438176,1675376609,11597320.021603,667649062,6884345.45712996,1010133313,6813899.49632483,186167045,3571685.12716976,4257694294,1256265.52422248,4246956847,1272540.96964303
26985800002100131,189,177.856982814326,1287.38966071558,466.002448602566,1285.92946165831,462.494460472743,1288.98509245928,469.360524923976,2.30483670109997,0,1.01219130091596,6.71960679680725,2315502,345859.402817876,7306035,242796.393577373,5457401,798069.559120646,2544933,102375.421209252,64816773,4979221.64440919,76644037,2070612.28982419
26985800002100132,189,834.282966041868,1428.5253123309,472.753783391543,1419.87539849749,469.290734883841,1436.79676413812,475.996572549579,2.52597082094394,150,0.523317115397623,6.16761816648472,393910711,4739047.56260752,343883958,4859017.10812038,292592547,2997044.11911729,73984945,1530952.52972527,1643853932,399262.309490287,1641514987,357866.215048475
26985800003100005,264,816.136270319738,1549.95866959766,62.4776015103974,1544.29288355286,58.1212380788891,1556.38767492769,67.0141250963101,1.56662219402737,220,0.435878883523326,6.81693927801677,619728199,3074275.86273189,217119396,1612132.36121078,401433689,2243790.18469323,61317799,893249.850222261,57497557,435946.744902081,373898626,2618443.84800136
26985800003100006,264,1557.57026066181,1565.23306443888,67.9936202633356,1559.24912423656,60.7661570547007,1571.91676554668,75.6833914991735,1.194774867292,504,0.30355744235025,6.89370788113009,995974204,5756448.64241902,476710032,5098784.65077712,711413405,4688472.64903314,104833992,1750080.00839211,104260941,921107.410253822,690727218,6323351.54222114
26985800003100007,264,891.560603556964,1551.68824617298,70.1516003626062,1545.12695317429,64.4226811775745,1557.1148371569,75.1395917523394,1.61050270929643,237,0.421047236776425,6.87562298881674,624145706,3240592.07659262,293781198,2945993.41247515,408437826,2077030.71393406,56278321,714651.745054499,60108349,512397.113028141,478131337,3649511.0306643
26985800003100008,264,1094.28977456332,1533.85445279873,75.1954572483544,1527.17284940668,68.4953406943802,1540.24116498189,82.4848074657747,1.33467124424488,611,0.398144126413626,6.37885872137274,781206643,4199120.23152449,298710416,2714215.96478914,520983160,2927649.52157226,62275042,1006425.97576062,74054883,681908.810789977,438161375,4097784.47441391
26985800003100010,264,1092.69435385139,1525.52588045142,82.8666180578572,1518.85571706295,77.0071871193927,1532.70626967095,88.7656445524556,1.2814949738892,597,0.365496549363022,6.90240010674536,843343768,4555631.3962511,287395414,2720645.28059984,543653205,3137387.44784907,59351838,1007648.78023169,71828467,578224.07273105,339102882,3006323.45297238
